salary,tenure,credit_score,age,loan_amount,interest_rate,checking_savings,existing_debt,DTI,Approvals
47544.29,15,623,77,211750.13,3.1,8499.25,25995.7,0.55,Denied
54099.06,28,621,37,483745.83,3.1,4039.57,2972.21,0.05,Approved
39965.43,25,595,23,444104.21,2.9,5868.49,53869.9,1.35,Denied
26659.65,14,392,63,397527.51,3.4,1009.59,46622.48,1.75,Denied
45187.76,15,835,65,53179.91,3.1,7790.31,3873.05,0.09,Approved
35107.31,29,560,68,144746.06,2.7,7619.71,35252.8,1.0,Denied
39737.57,1,828,42,287693.41,2.6,5171.91,12155.57,0.31,Approved
37047.38,8,696,51,346879.28,2.5,2392.74,29066.63,0.78,Denied
40247.53,18,427,49,126114.35,2.9,2410.85,62190.61,1.55,Denied
29105.99,14,775,29,241253.09,3.5,1991.12,567.36,0.02,Approved
55107.38,16,386,34,60338.8,3.7,2931.85,20135.34,0.37,Denied
31878.09,23,569,70,467851.42,3.5,6143.59,60924.21,1.91,Denied
45973.19,17,696,43,442162.52,3.7,-420.29,21742.16,0.47,Denied
51371.11,23,496,84,147769.35,3.7,6510.45,33200.04,0.65,Denied
48907.72,29,387,84,350332.1,2.7,7001.14,51422.12,1.05,Denied
40732.84,27,731,70,387387.0,3.8,865.48,16774.01,0.41,Denied
34310.39,24,785,39,81586.95,3.0,3569.0,8432.16,0.25,Approved
53167.27,5,380,60,471644.3,3.3,5148.31,7698.88,0.14,Approved
27380.37,3,707,45,414259.32,3.1,6800.19,29371.14,1.07,Denied
42158.76,6,760,81,274861.41,3.7,3229.88,58264.45,1.38,Denied
57082.53,25,573,26,46699.16,3.4,7705.48,20735.98,0.36,Approved
34325.07,18,487,69,201652.72,3.1,3624.98,56390.32,1.64,Denied
47799.58,19,598,62,284930.8,3.9,6987.11,4639.06,0.1,Approved
28508.4,10,617,55,387842.65,3.1,9061.03,43054.54,1.51,Denied
32665.58,3,804,77,142972.53,3.7,8015.46,48651.64,1.49,Denied
31038.3,13,456,42,158326.91,2.7,3715.9,64891.48,2.09,Denied
36684.74,16,837,43,264356.11,3.4,9997.16,58889.42,1.61,Denied
27588.17,1,740,40,313646.36,3.8,9110.42,54831.56,1.99,Denied
44583.51,20,812,43,281285.01,3.1,8349.45,9370.42,0.21,Approved
29065.85,6,766,67,229272.41,3.8,4659.47,32712.27,1.13,Denied
42859.26,22,595,37,223229.95,3.8,4981.42,31284.02,0.73,Denied
38488.45,30,667,29,425360.08,3.4,7636.14,48322.49,1.26,Denied
54840.63,17,626,31,167871.92,3.9,119.46,50437.52,0.92,Denied
54591.51,12,569,53,314589.78,3.7,6193.59,5974.51,0.11,Approved
58060.22,15,730,71,446391.66,2.6,2487.19,70557.66,1.22,Denied
36871.28,22,686,41,92935.37,3.3,561.17,8560.46,0.23,Approved
46775.82,13,850,58,304385.67,3.4,-201.53,1938.09,0.04,Approved
54498.61,19,508,18,362905.13,3.6,3038.08,70372.6,1.29,Denied
47065.14,21,379,35,403654.39,3.2,1448.82,60476.6,1.28,Denied
36855.3,11,744,49,369824.43,3.7,84.41,17038.97,0.46,Denied
40054.98,28,785,22,19919.74,3.7,4354.87,22043.94,0.55,Denied
48505.25,11,361,65,350820.15,3.5,6716.48,42610.64,0.88,Denied
35334.3,3,363,43,394346.4,3.7,4290.5,15791.48,0.45,Denied
50996.11,12,696,29,227210.37,3.6,7982.46,56863.84,1.12,Denied
55982.41,15,714,50,115425.19,3.9,2034.04,54350.61,0.97,Denied
27907.83,1,383,38,499445.08,3.4,2386.44,4662.15,0.17,Approved
42266.44,16,668,35,142497.91,2.8,7080.21,36225.94,0.86,Denied
47456.34,23,719,73,294137.44,3.9,1934.29,12519.7,0.26,Approved
50870.68,7,560,73,99118.29,3.7,-19.79,47611.68,0.94,Denied
54547.47,3,453,65,208873.55,2.8,4943.41,67898.15,1.24,Denied
42572.13,25,754,60,235964.43,2.6,9618.67,1537.95,0.04,Approved
53896.09,21,588,26,161100.64,3.2,7642.18,32183.21,0.6,Denied
50934.34,20,818,80,359418.98,3.3,-995.2,72447.23,1.42,Denied
59908.41,30,430,79,409975.38,3.8,9340.56,63604.49,1.06,Denied
49960.15,26,742,45,459377.4,2.9,5089.01,25979.34,0.52,Denied
44285.5,9,455,23,313967.82,3.0,1240.52,41720.8,0.94,Denied
26906.98,6,352,58,225933.36,3.9,9093.62,39911.65,1.48,Denied
42022.68,9,710,53,400923.23,3.9,957.56,65215.68,1.55,Denied
43560.75,6,684,85,39351.14,2.9,2989.95,53392.54,1.23,Denied
36396.52,22,514,33,222548.32,3.7,6514.22,28906.09,0.79,Denied
34281.35,28,434,40,402008.55,3.2,7460.23,27550.26,0.8,Denied
30710.3,28,617,73,115237.61,2.9,3069.35,49535.18,1.61,Denied
46754.55,18,665,44,110695.54,3.0,3792.79,66289.44,1.42,Denied
53067.66,26,840,35,297297.85,3.9,6213.96,37173.47,0.7,Denied
42531.57,24,490,77,232076.37,3.3,8269.41,43488.02,1.02,Denied
30308.2,5,794,44,354974.03,4.0,7894.69,65693.26,2.17,Denied
42967.19,29,492,28,479562.94,3.1,2689.24,69071.62,1.61,Denied
56656.15,17,625,85,2033.26,3.6,7385.0,72378.44,1.28,Denied
39576.97,17,592,43,130686.77,2.7,1290.09,24121.31,0.61,Denied
43559.48,14,592,48,84322.58,2.9,-404.37,41369.9,0.95,Denied
56741.01,30,652,68,335237.1,2.6,3792.38,42439.36,0.75,Denied
27020.57,22,409,70,189223.09,3.5,8736.33,1373.17,0.05,Approved
55612.09,3,638,76,354252.14,3.5,-181.2,49264.63,0.89,Denied
49015.22,8,653,23,328904.29,3.9,-230.21,60647.22,1.24,Denied
34198.77,3,425,63,151182.27,2.7,9512.28,59041.31,1.73,Denied
38695.11,26,655,77,311238.97,2.5,758.72,72197.0,1.87,Denied
48225.53,13,576,35,293619.46,3.3,5294.16,71132.57,1.47,Denied
41314.87,12,578,52,394661.97,2.5,-501.25,22022.7,0.53,Denied
57965.58,14,442,64,97709.83,3.6,8732.45,49898.92,0.86,Denied
50282.94,4,804,73,395624.47,3.4,8337.49,50483.28,1.0,Denied
43801.34,10,586,25,347367.44,3.6,7724.35,33415.3,0.76,Denied
49374.65,29,749,19,451622.79,3.5,3224.82,48330.54,0.98,Denied
29356.92,26,596,18,13464.67,3.0,6183.8,18376.68,0.63,Denied
43462.21,20,378,62,225840.74,3.0,1545.49,67520.75,1.55,Denied
38988.56,10,583,64,401500.48,2.9,774.69,19842.08,0.51,Denied
39816.21,1,520,53,36078.55,3.0,5012.83,29290.08,0.74,Denied
40351.38,29,499,37,105418.33,3.7,9326.51,58434.65,1.45,Denied
31822.89,28,477,31,225286.02,3.3,3796.34,58132.03,1.83,Denied
48435.56,22,494,64,262020.84,3.7,5451.75,27169.64,0.56,Denied
35611.03,15,547,80,193824.43,3.4,6581.45,35564.94,1.0,Denied
50862.69,20,362,66,315091.99,3.7,4928.67,27246.4,0.54,Denied
35021.68,30,777,19,53569.2,3.2,7062.75,57099.09,1.63,Denied
55352.81,9,779,65,296733.14,2.6,6220.14,47600.34,0.86,Denied
29737.61,24,771,52,131261.97,3.7,3692.16,47187.59,1.59,Denied
46432.09,15,590,61,273540.61,2.9,-336.89,11168.98,0.24,Approved
43113.5,17,573,84,377644.97,2.6,8346.91,13000.56,0.3,Approved
57480.25,30,832,77,183350.75,3.1,654.06,8576.36,0.15,Approved
55611.33,18,437,65,392416.18,3.0,8472.67,18476.76,0.33,Approved
52273.53,10,801,62,469428.13,3.6,3943.57,32114.48,0.61,Denied
56607.12,2,388,25,360358.37,3.8,6561.45,63160.47,1.12,Denied
48977.33,1,758,76,155785.01,3.7,7726.81,36998.4,0.76,Denied
42326.15,18,765,26,297393.76,3.0,4910.98,30057.37,0.71,Denied
36068.3,9,372,24,374165.18,2.8,2527.36,10279.85,0.29,Approved
43782.44,19,620,25,267502.42,3.9,9475.13,45602.6,1.04,Denied
31533.59,11,390,73,274014.99,3.7,451.12,35472.11,1.12,Denied
32447.2,30,453,58,303128.66,3.0,1189.4,39999.9,1.23,Denied
33374.92,29,403,52,397342.2,3.6,98.45,70385.37,2.11,Denied
54822.24,11,435,80,462991.9,3.0,2632.29,730.88,0.01,Approved
29145.36,11,513,41,468937.65,2.9,3489.72,58659.15,2.01,Denied
56808.28,19,789,27,371281.62,3.5,5687.34,81.51,0.0,Approved
42394.88,4,670,42,135356.57,3.2,4714.23,38905.53,0.92,Denied
40045.74,21,493,76,21427.0,3.9,7750.9,69864.11,1.74,Denied
28733.07,26,632,48,251013.4,3.9,622.29,48491.54,1.69,Denied
38612.55,30,596,68,150695.24,3.9,795.97,62068.39,1.61,Denied
52360.63,2,372,47,141151.45,4.0,1846.26,47667.32,0.91,Denied
55369.93,2,419,40,280055.43,3.7,7958.54,18539.5,0.33,Approved
45220.53,29,451,82,499752.05,3.8,8141.08,23880.53,0.53,Denied
41232.56,20,380,55,124920.8,3.5,2791.24,50083.13,1.21,Denied
43374.17,23,408,77,437736.05,2.6,4095.86,59566.12,1.37,Denied
48053.63,20,461,28,248969.56,3.7,7956.71,70400.85,1.47,Denied
51848.59,10,495,59,467377.61,2.7,2699.85,39842.89,0.77,Denied
27809.12,28,501,34,330033.41,3.0,5002.85,43396.57,1.56,Denied
59567.26,28,652,64,65062.94,3.5,2763.46,7627.31,0.13,Approved
45426.14,1,443,44,250664.54,3.0,4865.98,41038.21,0.9,Denied
33453.76,25,675,44,242316.42,3.4,5737.08,4830.26,0.14,Approved
27593.18,18,557,72,352004.96,2.6,5768.28,70850.29,2.57,Denied
54261.76,5,720,62,264043.61,3.3,1577.4,53985.09,0.99,Denied
44339.81,9,726,65,82241.5,3.0,6631.22,54921.55,1.24,Denied
49105.23,29,657,25,443716.03,2.6,8345.04,14135.39,0.29,Approved
52321.68,22,622,62,302832.33,3.6,2615.42,17019.08,0.33,Approved
51551.17,6,760,64,257700.3,3.7,1846.34,1831.13,0.04,Approved
36422.66,28,350,19,89987.21,3.0,8385.95,44591.5,1.22,Denied
29241.59,7,749,57,368660.65,2.6,4598.68,63200.49,2.16,Denied
41429.38,23,506,68,166434.27,2.8,7736.24,72410.96,1.75,Denied
43000.96,6,756,28,479151.34,2.8,3704.28,31111.94,0.72,Denied
28147.58,29,607,54,414081.91,3.4,223.65,71127.27,2.53,Denied
27488.21,6,673,55,142892.14,3.1,5956.36,12858.08,0.47,Denied
57071.41,3,525,75,216777.6,3.0,1899.0,70052.71,1.23,Denied
47103.12,26,565,78,330443.45,2.8,9924.6,32763.75,0.7,Denied
29318.07,16,760,50,107525.84,3.3,4177.31,6484.58,0.22,Approved
30526.49,9,697,57,393434.06,2.8,1253.33,22464.87,0.74,Denied
45879.22,16,749,40,350583.35,3.1,7509.7,2197.83,0.05,Approved
41444.37,16,761,44,196511.13,2.6,6013.37,39620.69,0.96,Denied
47383.13,25,827,42,381433.55,2.9,-794.87,64447.4,1.36,Denied
32507.47,26,705,52,262956.5,2.5,3647.69,2854.89,0.09,Approved
43752.64,29,518,84,323142.33,2.5,3670.02,26182.75,0.6,Denied
41860.49,22,703,37,375214.88,3.7,8968.82,27395.73,0.65,Denied
38407.86,17,756,36,390997.04,3.9,4639.45,50358.7,1.31,Denied
32048.65,18,475,60,106700.7,2.9,1628.12,35954.18,1.12,Denied
57341.2,21,434,40,1710.91,3.9,2625.12,32680.92,0.57,Denied
32144.3,4,416,24,17064.69,3.5,7926.45,30596.97,0.95,Denied
43836.47,8,512,31,120299.09,3.1,4322.31,42257.48,0.96,Denied
56935.56,10,490,59,57516.7,3.4,4090.65,15648.79,0.27,Approved
59997.83,14,393,76,283368.98,3.6,5879.38,5942.6,0.1,Approved
48342.77,5,587,82,159341.72,2.7,-31.76,55375.48,1.15,Denied
57166.42,17,509,31,225960.48,3.6,9640.94,72189.95,1.26,Denied
37033.78,11,719,51,454835.4,3.4,7648.52,16891.1,0.46,Denied
56359.2,15,827,79,137219.15,3.0,6298.67,42108.49,0.75,Denied
44791.36,14,386,34,347139.44,3.0,4943.11,7983.04,0.18,Approved
45598.23,2,481,59,185334.95,3.1,2326.6,19578.99,0.43,Denied
50729.94,16,399,70,128373.29,3.0,542.34,4277.74,0.08,Approved
29155.15,6,644,79,39940.33,3.6,6948.27,64037.06,2.2,Denied
35687.41,4,685,42,225127.23,3.2,923.83,56500.48,1.58,Denied
57783.79,15,703,24,53973.45,2.5,8267.3,6796.2,0.12,Approved
35990.62,17,700,45,446135.17,3.5,5149.27,52130.56,1.45,Denied
30533.4,8,503,66,144830.84,2.6,8843.72,17021.88,0.56,Denied
50204.14,27,697,22,296115.72,3.2,801.79,31308.69,0.62,Denied
48600.19,13,736,70,29937.98,3.7,-426.55,43830.18,0.9,Denied
53097.97,11,607,85,112818.25,4.0,5018.84,53440.6,1.01,Denied
39089.83,13,753,44,173601.42,3.5,8675.01,46211.96,1.18,Denied
52313.66,4,702,59,96604.82,3.3,3883.64,36906.53,0.71,Denied
42206.56,22,843,81,212216.13,3.2,6451.14,34957.43,0.83,Denied
47100.59,25,810,39,181848.67,2.9,7942.5,40875.46,0.87,Denied
44030.34,16,767,56,61413.56,3.4,1560.64,63950.46,1.45,Denied
50051.45,7,816,66,199325.33,2.9,5005.47,62714.05,1.25,Denied
54112.34,15,573,18,164533.51,2.8,2699.37,51179.8,0.95,Denied
36035.39,12,703,74,423670.97,3.8,3141.2,53770.45,1.49,Denied
44680.12,7,790,62,370267.9,3.4,3530.56,19732.34,0.44,Denied
34991.09,10,401,50,261286.98,2.7,3403.49,69384.0,1.98,Denied
51346.89,19,763,62,193938.24,2.7,2259.05,37214.53,0.72,Denied
45628.64,29,433,43,336091.12,4.0,3043.59,59029.71,1.29,Denied
32809.78,3,803,72,347117.82,3.3,-237.86,42404.3,1.29,Denied
59277.11,24,561,82,299183.47,3.7,-260.83,40299.69,0.68,Denied
58501.93,5,395,71,53971.97,2.8,1726.72,22793.88,0.39,Denied
35751.83,28,473,80,41883.61,3.7,1156.41,68084.73,1.9,Denied
26579.13,8,831,28,51109.83,2.7,2120.65,31846.16,1.2,Denied
36548.36,7,805,48,244692.55,2.7,7485.35,21106.93,0.58,Denied
48103.28,6,485,83,459703.31,2.5,2337.3,30846.06,0.64,Denied
58231.31,1,499,52,375345.68,3.1,4110.66,61528.36,1.06,Denied
46696.9,5,718,73,225351.63,3.2,-72.14,13521.81,0.29,Approved
51714.1,26,547,59,108314.22,3.3,3476.55,15829.51,0.31,Approved
54027.1,20,839,42,434626.03,3.2,6779.01,50597.03,0.94,Denied
26868.06,8,513,40,368143.06,3.3,183.5,26609.83,0.99,Denied
36105.39,18,784,65,330439.03,3.7,54.06,8511.57,0.24,Approved
41316.19,18,664,81,495090.86,3.6,3435.22,14207.29,0.34,Approved
45126.71,15,456,31,212819.09,3.9,9568.45,31809.47,0.7,Denied
33162.93,30,389,73,352353.9,3.9,5317.93,38005.69,1.15,Denied
41021.45,10,478,43,359493.6,3.4,9024.06,67257.76,1.64,Denied
36243.41,28,474,22,302529.96,3.6,9201.38,21734.33,0.6,Denied
30273.68,30,590,52,437320.52,2.9,5688.73,18723.57,0.62,Denied
32904.81,29,568,36,357095.67,2.5,1692.36,68550.86,2.08,Denied
59883.83,13,361,78,216710.74,3.1,-203.64,72528.72,1.21,Denied
52874.59,16,849,28,6762.34,3.2,3276.54,72766.59,1.38,Denied
47076.89,14,587,85,355243.36,3.7,4215.44,44149.72,0.94,Denied
45721.04,15,762,56,369986.78,2.7,9029.49,33420.17,0.73,Denied
33747.88,3,532,81,196564.02,2.6,3153.4,72997.38,2.16,Denied
51944.77,27,623,43,356187.41,2.5,564.95,44789.79,0.86,Denied
26734.58,9,843,77,136423.35,3.9,2604.21,60717.77,2.27,Denied
55978.28,13,506,53,376011.79,3.1,4656.09,29142.93,0.52,Denied
36009.62,5,503,67,38856.53,4.0,7156.77,17365.29,0.48,Denied
32380.92,17,526,63,88951.94,2.8,6351.12,4655.36,0.14,Approved
30800.83,14,464,29,161967.18,2.9,1198.99,38330.03,1.24,Denied
39147.14,22,541,68,470823.91,3.3,2447.77,14145.2,0.36,Approved
48502.08,21,581,80,288747.77,3.0,2533.18,6056.98,0.12,Approved
44976.88,27,519,63,14401.31,3.0,7848.33,40186.99,0.89,Denied
53830.91,20,557,28,289133.32,3.2,9917.69,21595.13,0.4,Denied
30130.27,13,388,53,472369.39,3.1,323.59,59504.99,1.97,Denied
44713.29,4,778,53,461612.93,2.8,9223.93,71224.41,1.59,Denied
51651.73,5,523,53,158629.61,3.4,6737.34,38972.78,0.75,Denied
40482.08,5,444,31,466101.24,3.1,8278.05,22738.45,0.56,Denied
39640.09,3,683,74,389017.99,3.0,1505.86,6376.77,0.16,Approved
49249.01,8,646,61,484412.4,3.6,2571.74,64431.17,1.31,Denied
44659.26,18,360,19,390156.78,3.3,7306.11,66088.01,1.48,Denied
53571.07,17,463,51,162791.0,3.5,8438.42,26714.59,0.5,Denied
51739.06,2,521,55,35146.94,3.4,4397.43,71547.64,1.38,Denied
41523.92,16,667,60,318538.69,3.5,9392.93,14383.12,0.35,Approved
55197.38,20,831,22,31163.34,3.0,-826.52,74961.51,1.36,Denied
34894.56,25,423,18,169142.67,3.6,6790.55,23546.2,0.67,Denied
34097.75,5,602,49,431154.77,3.4,9466.59,50751.0,1.49,Denied
52456.14,6,769,35,152479.35,2.7,6970.91,26041.72,0.5,Denied
37071.51,8,529,22,194097.31,3.6,5503.46,29633.39,0.8,Denied
42910.46,24,680,48,379368.13,3.3,2579.4,37642.05,0.88,Denied
31309.71,6,409,24,1383.23,3.5,7647.73,27683.2,0.88,Denied
36004.82,29,547,72,135960.85,3.5,9945.25,35038.29,0.97,Denied
38676.27,3,845,27,202050.33,3.4,694.64,42919.14,1.11,Denied
53517.33,13,636,52,317717.56,3.0,8830.56,29234.37,0.55,Denied
55263.34,4,576,49,285108.2,3.0,-838.0,14942.77,0.27,Approved
58112.04,29,799,44,314685.04,3.1,7057.42,58473.84,1.01,Denied
33066.45,28,554,49,2930.24,3.0,2606.27,25288.37,0.76,Denied
41031.0,18,401,75,494753.55,2.7,6725.17,36952.94,0.9,Denied
57050.18,16,847,79,6253.63,3.9,2966.15,40260.03,0.71,Denied
56005.86,27,656,23,283138.63,2.6,1411.12,60448.01,1.08,Denied
34818.96,18,600,35,332578.39,3.8,-264.67,74579.56,2.14,Denied
51744.81,29,361,66,119501.99,3.3,1397.93,22028.34,0.43,Denied
30969.04,1,476,70,79888.31,2.6,7724.62,18152.78,0.59,Denied
40441.41,11,397,59,173225.02,3.9,8548.69,3522.76,0.09,Approved
36150.25,21,353,39,237978.66,3.9,6158.47,18267.42,0.51,Denied
51865.01,21,623,30,300671.42,3.4,657.4,21253.45,0.41,Denied
30383.4,11,420,27,326831.47,3.9,9515.93,65413.79,2.15,Denied
30435.27,7,369,78,191030.7,2.7,4435.97,16046.1,0.53,Denied
36278.38,8,393,55,3759.24,3.7,6263.59,2897.18,0.08,Approved
56314.05,27,450,62,187528.02,3.8,6282.99,19181.71,0.34,Approved
35603.73,18,471,61,374132.6,3.5,7649.93,52507.55,1.47,Denied
51954.46,21,844,73,393856.62,2.6,6010.46,16117.19,0.31,Approved
36193.64,30,384,42,19986.33,3.4,3463.54,29957.2,0.83,Denied
40194.9,9,604,60,86303.99,3.7,6829.83,12709.6,0.32,Approved
35607.12,25,513,23,367472.61,3.1,5912.08,54858.51,1.54,Denied
29021.65,7,519,67,89721.72,3.9,1579.92,68095.78,2.35,Denied
33384.51,14,672,78,461926.03,3.6,-965.61,54487.32,1.63,Denied
48705.74,21,453,77,16655.48,3.6,1481.13,3241.87,0.07,Approved
29774.72,30,571,78,336489.31,3.1,8191.44,60757.92,2.04,Denied
46652.92,24,478,43,145435.68,3.0,-796.71,61880.45,1.33,Denied
31984.82,16,678,20,460652.61,3.3,4902.36,51731.58,1.62,Denied
35546.02,22,839,63,491384.64,2.7,3587.4,6247.2,0.18,Approved
50054.15,20,369,52,267462.4,3.3,1674.61,64541.75,1.29,Denied
46445.92,2,385,64,441534.91,3.4,796.63,69317.64,1.49,Denied
37138.31,14,787,70,471049.84,3.8,298.35,34126.96,0.92,Denied
31510.71,14,748,24,267035.18,2.5,7761.01,15146.32,0.48,Denied
52158.78,9,717,74,158668.63,2.5,-886.96,47866.88,0.92,Denied
56137.11,11,579,56,270814.76,2.7,1905.22,34081.17,0.61,Denied
46404.58,7,499,74,55420.65,3.8,1636.19,11881.83,0.26,Approved
48579.7,13,767,34,22384.56,3.6,2364.08,32989.55,0.68,Denied
28685.67,11,413,64,365285.94,3.0,5473.03,23249.88,0.81,Denied
41627.75,20,785,76,466214.22,2.8,3455.31,4359.22,0.1,Approved
41990.96,5,849,19,271663.96,3.6,8804.44,26967.7,0.64,Denied
58746.41,22,634,79,73430.9,3.4,3500.19,21063.79,0.36,Approved
56360.52,16,375,41,273106.15,3.1,-19.03,42369.54,0.75,Denied
41083.5,5,385,18,94517.02,2.6,7209.66,37208.31,0.91,Denied
35930.16,30,587,72,124587.33,3.3,1013.19,56643.71,1.58,Denied
43814.64,15,668,67,19764.45,2.8,5213.85,29321.08,0.67,Denied
31349.88,22,799,64,101725.68,3.3,9887.51,35255.95,1.12,Denied
51743.56,15,773,49,85687.6,3.2,1936.48,68691.46,1.33,Denied
52513.27,23,844,35,217624.14,3.3,4684.08,25910.01,0.49,Denied
56723.9,10,536,80,283099.53,3.5,-12.72,54801.62,0.97,Denied
32094.9,11,391,57,195679.09,3.8,841.0,57707.42,1.8,Denied
55694.47,16,415,33,233500.41,3.4,6488.98,13690.3,0.25,Approved
51833.64,21,522,25,208003.92,3.6,5549.47,52797.8,1.02,Denied
32350.7,21,746,29,220317.44,3.6,9629.29,5760.46,0.18,Approved
27144.11,13,830,60,41593.24,3.9,-168.89,22376.57,0.82,Denied
36221.47,13,673,35,82146.05,2.5,-410.46,72571.04,2.0,Denied
38017.62,3,447,69,438756.71,2.7,9779.81,18432.21,0.48,Denied
33940.36,6,616,27,174913.68,2.6,1095.42,48142.25,1.42,Denied
45284.3,23,430,69,294801.03,3.6,3768.86,70221.17,1.55,Denied
27785.36,21,848,55,457327.98,3.2,9797.9,57337.91,2.06,Denied
33706.52,14,442,72,289788.31,3.0,-964.58,59031.27,1.75,Denied
30620.95,21,733,83,167369.64,3.3,7106.04,53407.99,1.74,Denied
37588.99,17,646,47,169073.97,3.3,357.46,13048.6,0.35,Approved
51684.35,29,689,22,133479.95,2.5,2637.37,4045.47,0.08,Approved
38043.28,28,672,67,113687.06,3.3,7871.55,48645.92,1.28,Denied
57813.56,18,623,27,96932.93,4.0,3938.89,43281.84,0.75,Denied
42324.09,19,573,51,260982.72,3.6,3273.42,18831.89,0.44,Denied
41652.89,21,808,47,251188.32,3.0,8677.02,59998.04,1.44,Denied
46297.6,4,837,59,163573.27,3.2,5254.72,42932.79,0.93,Denied
51046.95,1,469,29,372996.29,3.8,-938.75,42926.07,0.84,Denied
49754.61,15,648,28,240108.32,3.5,1089.35,6519.2,0.13,Approved
43157.44,23,660,57,24955.05,3.9,2374.37,67480.06,1.56,Denied
46571.58,25,413,74,458718.53,3.6,3833.19,37942.31,0.81,Denied
38236.74,6,562,24,171770.6,3.4,5419.9,64756.87,1.69,Denied
39309.1,5,507,40,354685.18,2.9,9624.22,61293.47,1.56,Denied
51306.24,9,665,24,23837.73,3.5,2196.48,28519.67,0.56,Denied
53274.29,11,409,20,242902.44,2.6,5914.01,38575.83,0.72,Denied
43390.0,18,394,25,307077.89,2.8,4408.26,51451.99,1.19,Denied
59380.6,28,647,35,299952.53,2.8,5996.95,64093.21,1.08,Denied
34972.16,16,559,25,76209.84,2.8,4430.98,23580.73,0.67,Denied
46817.37,13,753,82,132031.83,3.5,625.25,71107.4,1.52,Denied
32158.0,24,605,72,308743.68,3.2,1955.79,55576.55,1.73,Denied
42665.32,14,388,61,160310.9,2.8,6149.78,1305.72,0.03,Approved
50913.25,14,651,54,478640.22,2.7,5401.55,74676.01,1.47,Denied
52481.65,2,602,28,201736.33,2.6,6533.5,33308.8,0.63,Denied
40559.92,17,663,79,411669.01,3.5,8287.17,48071.5,1.19,Denied
35301.27,7,443,76,45311.19,3.3,1517.87,8399.87,0.24,Approved
36872.65,10,548,35,407698.24,3.6,868.84,11964.56,0.32,Approved
40837.17,14,362,71,334196.56,2.8,916.66,246.47,0.01,Approved
37482.81,28,422,22,413366.58,3.1,1116.86,3481.58,0.09,Approved
59121.17,6,652,48,472120.85,3.5,1814.57,21343.53,0.36,Approved
26875.99,1,403,31,253584.73,2.6,6964.37,71441.85,2.66,Denied
47282.08,9,502,37,87740.52,3.2,5790.28,25994.73,0.55,Denied
48241.51,20,362,51,109551.39,3.8,5007.84,9775.18,0.2,Approved
47810.02,30,429,81,233758.13,2.7,-753.82,26099.73,0.55,Denied
48003.78,1,417,78,446821.81,3.8,7843.57,69610.49,1.45,Denied
58311.25,16,581,54,132152.91,3.0,-477.44,706.11,0.01,Approved
31655.2,18,746,81,221478.73,3.2,3367.5,24636.21,0.78,Denied
29773.32,19,849,39,3459.49,3.7,7843.53,61567.93,2.07,Denied
46153.03,30,802,82,72444.19,3.4,9773.87,18208.72,0.39,Denied
51426.37,22,785,78,336772.04,2.8,2953.59,71057.44,1.38,Denied
50954.72,4,441,21,437059.91,3.1,1382.98,19561.25,0.38,Denied
57644.06,10,664,34,56811.16,3.2,29.87,18473.7,0.32,Approved
36079.88,14,364,30,294063.91,3.3,3479.54,25999.26,0.72,Denied
49947.56,29,733,73,161639.1,3.0,9947.42,41310.82,0.83,Denied
38719.79,27,420,36,242399.8,3.7,7376.81,65552.47,1.69,Denied
56883.79,5,531,83,467234.75,2.9,1044.82,8095.3,0.14,Approved
59821.15,18,416,78,38431.17,3.4,9823.39,53177.52,0.89,Denied
33625.1,6,527,63,377738.79,3.6,2835.52,22390.61,0.67,Denied
58597.57,22,698,45,405570.85,3.0,7909.7,17106.2,0.29,Approved
28462.14,17,616,38,97295.21,3.3,2823.31,58154.49,2.04,Denied
41733.14,25,429,68,117895.23,3.3,855.69,11147.67,0.27,Approved
35930.89,20,413,41,290171.98,3.3,5172.25,58340.64,1.62,Denied
51553.8,8,654,37,271560.2,3.3,6396.74,19885.89,0.39,Denied
28907.12,16,512,36,364002.46,3.7,3769.29,42474.84,1.47,Denied
31965.31,25,358,85,251322.46,2.9,-620.09,7854.27,0.25,Approved
46730.3,13,620,83,1650.09,3.5,779.49,67617.99,1.45,Denied
27928.13,18,787,64,163629.12,3.8,-904.69,28745.19,1.03,Denied
31786.83,28,758,55,128359.47,2.7,3620.38,3042.31,0.1,Approved
33536.76,10,698,80,372802.41,3.0,1054.22,65083.89,1.94,Denied
40401.98,7,729,69,421300.62,3.3,4053.62,45980.65,1.14,Denied
50833.31,22,673,19,369970.15,2.6,6627.66,11031.25,0.22,Approved
52690.79,20,515,82,78730.22,2.5,6169.05,67568.36,1.28,Denied
51536.3,13,833,27,41369.63,2.5,7166.06,73378.49,1.42,Denied
34597.44,20,474,25,190761.14,2.7,616.06,71240.58,2.06,Denied
35306.25,11,354,25,391554.0,3.9,4259.88,17999.71,0.51,Denied
28739.89,10,438,77,195537.25,3.9,5670.48,17980.88,0.63,Denied
32410.15,10,361,32,123390.73,3.9,9996.33,55404.02,1.71,Denied
43021.63,7,732,37,475848.19,3.6,8157.19,13323.6,0.31,Approved
49544.17,23,589,22,337378.75,2.8,4055.72,2334.22,0.05,Approved
28886.8,3,660,68,253641.42,3.2,-329.4,21935.6,0.76,Denied
42579.32,24,840,39,288157.37,3.8,8274.5,3289.16,0.08,Approved
45048.98,8,467,39,396943.8,2.6,23.06,23836.46,0.53,Denied
46005.59,25,402,55,450513.58,3.1,3969.19,44345.53,0.96,Denied
